name,district,locationCode,primaryAddressLine,stateCode,zip,accessibilityCode,accessibilityDescription,profile,website,boroughNumber,boroughName,phoneNumber,size,grades,campus,distance,networkCode,networkLead,networkLeadPhone,networkLeadEmail,rank,displayName,point/objectId1,point/objectId,point/x,point/y,point/schoolName,point/boroughNumber,point/locationCode,point/district,point/zip,point/neighborhood,point/shape,dUSInformation/locationCode,dUSInformation/schoolName,dUSInformation/borough,dUSInformation/highSchool/schoolDirectoryYear,dUSInformation/highSchool/stage,dUSInformation/highSchool/email,dUSInformation/highSchool/indepedentWebsite,dUSInformation/highSchool/schoolType,dUSInformation/highSchool/accessibility,dUSInformation/highSchool/eLLProgramsESL,dUSInformation/highSchool/interestAreas,dUSInformation/highSchool/selectionMethods,dUSInformation/middleSchool/schoolDirectoryYear,childhoodCenter/objectId,childhoodCenter/locationCode,childhoodCenter/borough,childhoodCenter/district,childhoodCenter/name,childhoodCenter/phone,childhoodCenter/address,childhoodCenter/zip,childhoodCenter/dayLength,childhoodCenter/sPCoordX,childhoodCenter/sPCoordY,childhoodCenter/pjAreaName,childhoodCenter/boroCode,childhoodCenter/bin,childhoodCenter/bbl,childhoodCenter/seats,childhoodCenter/email,childhoodCenter/prekType,isChildhoodCenter,dayLength,managedBy,seats,prekType,childhoodCenter/dchDcId,childhoodCenter/contract,childhoodCenter/webSite,childhoodCenter/taxId,childhoodCenter/pepApproved,optCode
P.S. 064 Robert Simon,01,M064,600 EAST  6 STREET,NY,10009,,,http://schools.nyc.gov/SchoolPortals/01/M064/default.htm,,1,Manhattan,212-673-6510,265,"PK,0K,01,02,03,04,05,SE",,0,N406,"GROLL, CHRISTOP/Ames, Karen",212-935-3783,CGroll@schools.nyc.gov; KAmes@schools.nyc.gov,100,P.S. 064 Robert Simon (M064),0,1631,-8235588.3242,4971745.3778,P.S. 064 ROBERT SIMON,1,M064,1,10009,Lower East Side,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,01064
P.S. 065,19,K065,696 JAMAICA AVENUE,NY,11208,,,http://schools.nyc.gov/SchoolPortals/19/K065/default.htm,,3,Brooklyn,718-235-2223,659,"0K,01,02,03,04,05,SE",,0,N210,"Brucella, Joanne",718-642-5842,JBrucel@schools.nyc.gov,100,P.S. 065 (K065),0,2596,-8224094.4274,4966293.6624,P.S. 065 - THE LITTLE RED SCHOOL HOUSE,3,K065,19,11208,Cypress Hills - City Line,2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,19065
P.S. 065 Mother Hale Academy,07,X065,677 EAST 141 STREET,NY,10454,,,http://schools.nyc.gov/SchoolPortals/07/X065/default.htm,,2,Bronx,718-292-4628,446,"PK,0K,01,02,03,04,05,SE",,0,N203,"Feldberg, Gabriel",718-965-1190,GFeldbe@schools.nyc.gov,100,P.S. 065 Mother Hale Academy (X065),0,2271,-8227923.1528,4984003.528,P.S. 065 MOTHER HALE ACADEMY,2,X065,7,10454,Mott Haven - Port Morris,2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,07065
P.S. 066 Jacqueline Kennedy Onassis,27,Q066,85-11 102 STREET,NY,11418,,,http://schools.nyc.gov/SchoolPortals/27/Q066/default.htm,,4,Queens,718-849-0184,538,"PK,0K,01,02,03,04,05,SE",,0,N211,JEAN MCKEON,718-642-5701,JMckeon3@schools.nyc.gov,100,P.S. 066 Jacqueline Kennedy Onassis (Q066),0,1925,-8220522.3572,4967886.7138,P.S. 066 JACQUELINE KENNEDY ONASSIS,4,Q066,27,11418,Richmond Hill,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,27066
P.S. 066 School of Higher Expectations,12,X066,1001 JENNINGS STREET,NY,10460,,,http://schools.nyc.gov/SchoolPortals/12/X066/default.htm,,2,Bronx,718-319-2820,719,"PK,0K,01,02,03,04,05,SE",,0,N608,RUDOLPH RUPNARAIN,718-828-4808,rrupnar@schools.nyc.gov,100,P.S. 066 School of Higher Expectations (X066),0,2272,-8225045.8832,4987489.462,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,2,X066,12,10460,Crotona Park East,2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,72,DOE,,,,,,12066
P.S. 067 Charles A. Dorsey,13,K067,51 SAINT EDWARDS STREET,NY,11205,,,http://schools.nyc.gov/SchoolPortals/13/K067/default.htm,,3,Brooklyn,718-834-6756,224,"PK,0K,01,02,03,04,05,SE",,0,N408,"YOUNG, LUCIUS",718-631-6946,LYoung22@schools.nyc.gov,100,P.S. 067 Charles A. Dorsey (K067),0,2598,-8235179.3762,4967508.4118,P.S. 067 CHARLES A. DORSEY,3,K067,13,11205,Fort Greene,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,18,DOE,,,,,,13067
P.S. 067 Mohegan School,12,X067,2024 MOHEGAN AVENUE,NY,10460,,,http://schools.nyc.gov/SchoolPortals/12/X067/default.htm,,2,Bronx,718-823-4101,668,"PK,0K,01,02,03,04,05,SE",,0,N401,"GROLL, CHRISTOP/MARKS, ROXANNE",212-769-7500,CGroll@schools.nyc.gov; Rmarks@schools.nyc.gov,100,P.S. 067 Mohegan School (X067),0,2273,-8224796.0728,4989334.463,P.S. 067 MOHEGAN SCHOOL,2,X067,12,10460,East Tremont,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,72,DOE,,,,,,12067
P.S. 068 Bronx,11,X068,4011 MONTICELLO AVENUE,NY,10466,,,http://schools.nyc.gov/SchoolPortals/11/X068/default.htm,,2,Bronx,718-324-2854,790,"PK,0K,01,02,03,04,05,SE",,0,N607,"Steven Chernigoff/Myers, Elmer",718-828-5980,SCherni@schools.nyc.gov; EMyers@schools.nyc.gov,100,P.S. 068 Bronx (X068),0,2274,-8219682.2083,4996349.4802,P.S. 068 BRONX,2,X068,11,10466,Woodlawn - Wakefield,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,18,DOE,,,,,,11068
P.S. 068 Cambridge,24,Q068,59-09 SAINT FELIX AVENUE,NY,11385,,,http://schools.nyc.gov/SchoolPortals/24/Q068/default.htm,,4,Queens,718-821-7246,754,"PK,0K,01,02,03,04,05,SE",,0,N204,"Foley, Diane",718-281-3402,DFoley@schools.nyc.gov,100,P.S. 068 Cambridge (Q068),0,1927,-8226208.4912,4967728.3773,P.S. 068 CAMBRIDGE,4,Q068,24,11385,Ridgewood,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,60,DOE,,,,,,24068
P.S. 069 Daniel D. Tompkins,31,R069,144 KEATING PLACE,NY,10314,,,http://schools.nyc.gov/SchoolPortals/31/R069/default.htm,,5,Staten Island,718-698-6661,949,"PK,0K,01,02,03,04,05,SE",,0,N533,"RAMOS, NANCY/OBRIEN, WALTER",212-302-8800,NRamos@schools.nyc.gov; WObrien@schools.nyc.gov,100,P.S. 069 Daniel D. Tompkins (R069),0,2205,-8255147.4368,4952264.5914,P.S. 069 DANIEL D. TOMPKINS,5,R069,31,10314,TodtHll-EmersonHl-HrtlndVillg-LighthseHl,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,18,DOE,,,,,,31069
P.S. 069 Jackson Heights,30,Q069,77-02 37 AVENUE,NY,11372,,,http://schools.nyc.gov/SchoolPortals/30/Q069/default.htm,,4,Queens,718-424-7700,1085,"PK,0K,01,02,03,04,05,SE",,0,N410,"GROLL, CHRISTOP",917-822-9756,CGroll@schools.nyc.gov,100,P.S. 069 Jackson Heights (Q069),0,1928,-8225235.8305,4975387.0846,P.S. 069 JACKSON HEIGHTS,4,Q069,30,11372,Jackson Heights,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,54,DOE,,,,,,30069
P.S. 069 Journey Prep School,08,X069,560 THIERIOT AVENUE,NY,10473,,,http://schools.nyc.gov/SchoolPortals/08/X069/default.htm,,2,Bronx,718-378-4736,624,"PK,0K,01,02,03,04,05,SE",,0,N532,"SOCCODATO, BENJAMIN/OBRIEN, WALTER",212-302-8800,BSoccod@schools.nyc.gov; WObrien@schools.nyc.gov,100,P.S. 069 Journey Prep School (X069),0,2275,-8222128.6691,4985365.6486,P.S. 069 THE NEW VISION SCHOOL,2,X069,8,10473,Soundview-Castle Hl-Clason Pt-Hardng Pk,2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,54,DOE,,,,,,08069
P.S. 070,30,Q070,30-45 42 STREET,NY,11103,,,http://schools.nyc.gov/SchoolPortals/30/Q070/default.htm,,4,Queens,718-728-4646,999,"PK,0K,01,02,03,04,05,SE",,0,N202,"Di Maggio, Nancy",718-391-8343,NDiMagg@schools.nyc.gov,100,P.S. 070 (Q070),0,1929,-8228081.0767,4977274.4796,P.S. 070 QUEENS,4,Q070,30,11103,Astoria,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,144,DOE,,,,,,30070
P.S. 070 Max Schoenfeld,09,X070,1691 WEEKS AVENUE,NY,10457,,,http://schools.nyc.gov/SchoolPortals/09/X070/default.htm,,2,Bronx,718-583-6000,1355,"0K,01,02,03,04,05,SE",,0.7440492001778,N571,"GUASTAFERRO, LYNETTE",917-407-9554,LGuastaferro@schools.nyc.gov,100,P.S. 070 Max Schoenfeld (X070),2276,2276,-8227381.7759,4989416.1683,P.S. 070 MAX SCHOENFELD,2,X070,9,10457,Mount Hope,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,09070
P.S. 071 Forest,24,Q071,62-85 FOREST AVENUE,NY,11385,,,http://schools.nyc.gov/SchoolPortals/24/Q071/default.htm,,4,Queens,718-821-7772,878,"PK,0K,01,02,03,04,05,SE",,0,N410,"GROLL, CHRISTOP",917-822-9756,CGroll@schools.nyc.gov,100,P.S. 071 Forest (Q071),0,1930,-8227060.2554,4969863.0707,P.S. 071 FOREST,4,Q071,24,11385,Ridgewood,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,80,DOE,,,,,,24071
P.S. 071 Rose E. Scala,08,X071,3040 ROBERTS AVENUE,NY,10461,,,http://schools.nyc.gov/SchoolPortals/08/X071/default.htm,,2,Bronx,718-822-5351,1708,"0K,01,02,03,04,05,06,07,08,SE",,0,N607,"Steven Chernigoff/Myers, Elmer",718-828-5980,SCherni@schools.nyc.gov; EMyers@schools.nyc.gov,100,P.S. 071 Rose E. Scala (X071),0,2277,-8218683.9784,4989591.2552,P.S. 071 ROSE E. SCALA,2,X071,8,10461,Pelham Bay - Country Club - City Island,2277,X071,P.S. 071 Rose E. Scala,Bronx,,,,,,,,,,7396,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,08071
P.S. 072 Dr. William Dorney,08,X072,2951 DEWEY AVENUE,NY,10465,,,http://schools.nyc.gov/SchoolPortals/08/X072/default.htm,,2,Bronx,718-822-5311,888,"PK,0K,01,02,03,04,05,SE",,0,N607,"Steven Chernigoff/Myers, Elmer",718-828-5980,SCherni@schools.nyc.gov; EMyers@schools.nyc.gov,100,P.S. 072 Dr. William Dorney (X072),0,2278,-8217387.3597,4986263.5613,P.S. 072 DR. WILLIAM DORNEY,2,X072,8,10465,Schuylerville - Throgs Nk - Edgewater Pk,2278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,72,DOE,,,,,,08072
P.S. 073 Bronx,09,X073,1020 ANDERSON AVENUE,NY,10452,,,http://schools.nyc.gov/SchoolPortals/09/X073/default.htm,,2,Bronx,718-681-6776,789,"PK,0K,01,02,03,04,05,SE",,0.968416961695188,N406,"GROLL, CHRISTOP/Ames, Karen",212-935-3783,CGroll@schools.nyc.gov; KAmes@schools.nyc.gov,100,P.S. 073 Bronx (X073),2279,2279,-8229464.6445,4987692.0093,P.S. 073 BRONX,2,X073,9,10452,Highbridge,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,54,DOE,,,,,,09073
P.S. 073 Thomas S. Boyland,23,K073,251 MCDOUGAL STREET,NY,11233,,,http://schools.nyc.gov/SchoolPortals/23/K073/default.htm,,3,Brooklyn,718-573-0288,31,"05,08,SE",,0,N611,"Hernandez, Roberto/RUIZ, JOSE",718-828-7776,RHernandez@schools.nyc.gov; JRUIZ2@schools.nyc.gov,100,P.S. 073 Thomas S. Boyland (K073),0,2602,-8227710.7284,4965328.1656,P.S. 073 THOMAS S. BOYLAND,3,K073,23,11233,Ocean Hill,2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,23073
P.S. 075 Emily Dickinson,03,M075,735 WEST END AVENUE,NY,10025,,,http://schools.nyc.gov/SchoolPortals/03/M075/default.htm,,1,Manhattan,212-866-5400,574,"0K,01,02,03,04,05,SE",,0,N606,"Palazzo, Petrina",718-794-4907,PPalazz@schools.nyc.gov,100,P.S. 075 Emily Dickinson (M075),0,1633,-8234757.5991,4982187.4245,P.S. 075 EMILY DICKINSON,1,M075,3,10025,Upper West Side,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,03075
P.S. 075 Mayda Cortiella,32,K075,95 GROVE STREET,NY,11221,,,http://schools.nyc.gov/SchoolPortals/32/K075/default.htm,,3,Brooklyn,718-574-0244,437,"PK,0K,01,02,03,04,05,SE",,0,N412,"CONCEPCION WECH, DAISY",718-935-4678,DConcep@schools.nyc.gov,100,P.S. 075 Mayda Cortiella (K075),0,2603,-8228857.1169,4967187.461,P.S. 075 MAYDA CORTIELLA,3,K075,32,11221,Bushwick South,2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,54,DOE,,,,,,32075
P.S. 076 A. Philip Randolph,03,M076,220 WEST 121 STREET,NY,10027,,,http://schools.nyc.gov/SchoolPortals/03/M076/default.htm,,1,Manhattan,212-678-2865,532,"PK,0K,01,02,03,04,05,06,07,08,SE",,0,N406,"GROLL, CHRISTOP/Ames, Karen",212-935-3783,CGroll@schools.nyc.gov; KAmes@schools.nyc.gov,100,P.S. 076 A. Philip Randolph (M076),0,1634,-8232223.2567,4983855.0656,P.S. 076 A. PHILIP RANDOLPH,1,M076,3,10027,Central Harlem South,1634,M076,P.S. 076 A. Philip Randolph,Manhattan,,,,,,,,,,7183,,,,,,,,,,,,,,,,,,,false,1,1,54,DOE,,,,,,03076
P.S. 076 The Bennington School,11,X076,900 ADEE AVENUE,NY,10469,,,http://schools.nyc.gov/SchoolPortals/11/X076/default.htm,,2,Bronx,718-882-8865,1072,"0K,01,02,03,04,05,SE",,0,N534,"Waxman, Ben/OBRIEN, WALTER",212-302-8800,BWaxman@schools.nyc.gov; WObrien@schools.nyc.gov,100,P.S. 076 The Bennington School (X076),0,2281,-8222158.265,4993089.0873,P.S. 076 THE BENNINGTON SCHOOL,2,X076,11,10469,Allerton - Pelham Gardens,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,11076
P.S. 076 William Hallet,30,Q076,36-36 10 STREET,NY,11106,,,http://schools.nyc.gov/SchoolPortals/30/Q076/default.htm,,4,Queens,718-361-7464,557,"PK,0K,01,02,03,04,05,SE",,0,N202,"Di Maggio, Nancy",718-391-8343,NDiMagg@schools.nyc.gov,100,P.S. 076 William Hallet (Q076),0,1935,-8231112.0938,4977149.2465,P.S. 076 WILLIAM HALLET,4,Q076,30,11106,Queensbridge-Ravenswood-Long Isl City N,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,108,DOE,,,,,,30076
P.S. 078 Anne Hutchinson,11,X078,1400 NEEDHAM AVENUE,NY,10469,,,http://schools.nyc.gov/SchoolPortals/11/X078/default.htm,,2,Bronx,718-652-1244,841,"PK,0K,01,02,03,04,05,SE",,0,N534,"Waxman, Ben/OBRIEN, WALTER",212-302-8800,BWaxman@schools.nyc.gov; WObrien@schools.nyc.gov,100,P.S. 078 Anne Hutchinson (X078),0,2282,-8221020.2145,4994451.2425,P.S. 078 ANNE HUTCHINSON,2,X078,11,10469,Eastchester - Edenwald - Baychester,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,11078
P.S. 079 Francis Lewis,25,Q079,147-27 15 DRIVE,NY,11357,,,http://schools.nyc.gov/SchoolPortals/25/Q079/default.htm,,4,Queens,718-746-0396,1078,"PK,0K,01,02,03,04,05,SE",,0,N207,"DANIELLE GIUNTA/LEPORE, FELICE",718-281-3473,DGiunta4@schools.nyc.gov; FLepore@schools.nyc.gov,100,P.S. 079 Francis Lewis (Q079),0,1938,-8217364.9961,4980863.5846,P.S. 079 FRANCIS LEWIS,4,Q079,25,11357,Whitestone,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,25079
P.S. 081 Robert J. Christen,10,X081,5550 RIVERDALE AVENUE,NY,10471,,,http://schools.nyc.gov/SchoolPortals/10/X081/default.htm,,2,Bronx,718-796-8965,687,"0K,01,02,03,04,05,SE",,0,N571,"GUASTAFERRO, LYNETTE",917-407-9554,LGuastaferro@schools.nyc.gov,100,P.S. 081 Robert J. Christen (X081),0,2283,-8227054.9014,4998118.8688,P.S. 081 ROBERT J. CHRISTEN,2,X081,10,10471,North Riverdale - Fieldston - Riverdale,2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,10081
P.S. 081 Thaddeus Stevens,16,K081,990 DEKALB AVENUE,NY,11221,,,http://schools.nyc.gov/SchoolPortals/16/K081/default.htm,,3,Brooklyn,718-574-2365,312,"PK,0K,01,02,03,04,05,SE",,0,N533,"RAMOS, NANCY/OBRIEN, WALTER",212-302-8800,NRamos@schools.nyc.gov; WObrien@schools.nyc.gov,100,P.S. 081 Thaddeus Stevens (K081),0,2606,-8230420.8718,4967169.4525,P.S. 081 THADDEUS STEVENS,3,K081,16,11221,Stuyvesant Heights,2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,16081
P.S. 082 Hammond,28,Q082,88-02 144 STREET,NY,11435,,,http://schools.nyc.gov/SchoolPortals/28/Q082/default.htm,,4,Queens,718-526-4139,652,"0K,01,02,03,04,05,SE",,0,N209,"WILKS, MARLENE",917-520-6743,MWilks@schools.nyc.gov,100,P.S. 082 Hammond (Q082),0,1941,-8216727.9012,4968747.4551,P.S. 082 HAMMOND,4,Q082,28,11435,Briarwood - Jamaica Hill,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,28082
P.S. 083 Donald Hertz,11,X083,950 RHINELANDER AVENUE,NY,10462,,,http://schools.nyc.gov/SchoolPortals/11/X083/default.htm,,2,Bronx,718-863-1993,1730,"0K,01,02,03,04,05,06,07,08,SE",,0,N532,"SOCCODATO, BENJAMIN/OBRIEN, WALTER",212-302-8800,BSoccod@schools.nyc.gov; WObrien@schools.nyc.gov,100,P.S. 083 Donald Hertz (X083),0,2284,-8221932.3245,4990139.4034,P.S. 083 DONALD HERTZ,2,X083,11,10462,Van Nest - Morris Pk - Westchester Sq,2284,X083,P.S. 083 Donald Hertz,Bronx,,,,,,,,,,7398,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,11083
P.S. 083 Luis Munoz Rivera,04,M083,219 EAST 109 STREET,NY,10029,,,http://schools.nyc.gov/SchoolPortals/04/M083/default.htm,,1,Manhattan,212-860-5847,441,"PK,0K,01,02,03,04,05,SE",,0,N408,"YOUNG, LUCIUS",718-631-6946,LYoung22@schools.nyc.gov,100,P.S. 083 Luis Munoz Rivera (M083),0,1637,-8231234.5103,4981913.8016,P.S. 083 LUIS MUNOZ RIVERA,1,M083,4,10029,East Harlem North,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,18,DOE,,,,,,04083
P.S. 084 Jose De Diego,14,K084,250 BERRY STREET,NY,11211,,,http://schools.nyc.gov/SchoolPortals/14/K084/default.htm,,3,Brooklyn,718-384-8063,745,"PK,0K,01,02,03,04,05,06,07,SE",,0,N109,"Quail, Maria",718-828-6990,MQuail@schools.nyc.gov,100,P.S. 084 Jose De Diego (K084),0,2607,-8233551.8287,4970375.3718,P.S. 084 JOSE DE DIEGO,3,K084,14,11211,North Side - South Side,2607,K084,P.S. 084 Jose De Diego,Brooklyn,,,,,,,,,,7514,,,,,,,,,,,,,,,,,,,false,1,1,72,DOE,,,,,,14084
P.S. 084 Lillian Weber,03,M084,32 WEST  92 STREET,NY,10025,,,http://schools.nyc.gov/SchoolPortals/03/M084/default.htm,,1,Manhattan,212-799-2534,556,"PK,0K,01,02,03,04,05,SE",,0,N406,"GROLL, CHRISTOP/Ames, Karen",212-935-3783,CGroll@schools.nyc.gov; KAmes@schools.nyc.gov,100,P.S. 084 Lillian Weber (M084),0,1638,-8234100.6916,4981347.0233,P.S. 084 LILLIAN WEBER,1,M084,3,10025,Upper West Side,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,03084
P.S. 084 Steinway,30,Q084,22-45 41 STREET,NY,11105,,,http://schools.nyc.gov/SchoolPortals/30/Q084/default.htm,,4,Queens,718-278-1915,342,"PK,0K,01,02,03,04,05,08,SE",,0,N202,"Di Maggio, Nancy",718-391-8343,NDiMagg@schools.nyc.gov,100,P.S. 084 Steinway (Q084),0,1942,-8227190.7922,4978646.5908,P.S. 084 STEINWAY,4,Q084,30,11105,Steinway,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,72,DOE,,,,,,30084
P.S. 085 Great Expectations,10,X085,2400 MARION AVENUE,NY,10458,,,http://schools.nyc.gov/SchoolPortals/10/X085/default.htm,,2,Bronx,718-584-5275,1030,"PK,0K,01,02,03,04,05,SE",,0.838613311826486,N109,"Quail, Maria",718-828-6990,MQuail@schools.nyc.gov,100,P.S. 085 Great Expectations (X085),2285,2285,-8225935.7036,4991544.0809,P.S. 085 GREAT EXPECTATIONS,2,X085,10,10458,Fordham South,2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,90,DOE,,,,,,10085
P.S. 085 Judge Charles Vallone,30,Q085,23-70 31 STREET,NY,11105,,,http://schools.nyc.gov/SchoolPortals/30/Q085/default.htm,,4,Queens,718-278-3630,577,"PK,0K,01,02,03,04,05,SE",,0,N202,"Di Maggio, Nancy",718-391-8343,NDiMagg@schools.nyc.gov,100,P.S. 085 Judge Charles Vallone (Q085),0,1943,-8228176.2523,4978922.6676,P.S. 085 JUDGE CHARLES VALLONE,4,Q085,30,11105,Steinway,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,64,DOE,,,,,,30085
P.S. 086 Kingsbridge Heights,10,X086,2756 RESERVOIR AVENUE,NY,10468,,,http://schools.nyc.gov/SchoolPortals/10/X086/default.htm,,2,Bronx,718-584-5585,1717,"PK,0K,01,02,03,04,05,06,SE",,0.502309306068408,N607,"Steven Chernigoff/Myers, Elmer",718-828-5980,SCherni@schools.nyc.gov; EMyers@schools.nyc.gov,100,P.S. 086 Kingsbridge Heights (X086),2286,2286,-8226318.0589,4993155.8961,P.S. 086 KINGSBRIDGE HEIGHTS,2,X086,10,10468,Van Cortlandt Village,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,36,DOE,,,,,,10086
P.S. 086 The Irvington,32,K086,220 IRVING AVENUE,NY,11237,,,http://schools.nyc.gov/SchoolPortals/32/K086/default.htm,,3,Brooklyn,718-574-0252,413,"0K,01,02,03,04,05,SE",,0,N412,"CONCEPCION WECH, DAISY",718-935-4678,DConcep@schools.nyc.gov,100,P.S. 086 The Irvington (K086),0,2608,-8228481.0437,4968294.0938,P.S. 086 THE IRVINGTON,3,K086,32,11237,Bushwick North,2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,32086
P.S. 087 Bronx,11,X087,1935 BUSSING AVENUE,NY,10466,,,http://schools.nyc.gov/SchoolPortals/11/X087/default.htm,,2,Bronx,718-324-5188,629,"0K,01,02,03,04,05,SE",,0,N108,"PILASKI, LISA",917-339-1488,LPilask@schools.nyc.gov,100,P.S. 087 Bronx (X087),0,2287,-8220504.3067,4996922.1761,P.S. 087 BRONX,2,X087,11,10466,Woodlawn - Wakefield,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,11087
P.S. 087 William Sherman,03,M087,160 WEST  78 STREET,NY,10024,,,http://schools.nyc.gov/SchoolPortals/03/M087/default.htm,,1,Manhattan,212-678-2826,854,"PK,0K,01,02,03,04,05,SE",,0.895446787196112,N103,"CHU, YUET",646-470-0721,YChu@schools.nyc.gov,100,P.S. 087 William Sherman (M087),1639,1639,-8235167.8442,4980204.7836,P.S. 087 WILLIAM SHERMAN,1,M087,3,10024,Upper West Side,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,18,DOE,,,,,,03087
P.S. 088 Seneca,24,Q088,60-85 CATALPA AVENUE,NY,11385,,,http://schools.nyc.gov/SchoolPortals/24/Q088/default.htm,,4,Queens,718-821-8121,1089,"PK,0K,01,02,03,04,05,SE",,0,N204,"Foley, Diane",718-281-3402,DFoley@schools.nyc.gov,100,P.S. 088 Seneca (Q088),0,1946,-8226115.4656,4968784.5308,P.S. 088 SENECA,4,Q088,24,11385,Ridgewood,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,1,30,DOE,,,,,,24088
P.S. 089 Bronx,11,X089,980 MACE AVENUE,NY,10469,,,http://schools.nyc.gov/SchoolPortals/11/X089/default.htm,,2,Bronx,718-653-0835,1499,"PK,0K,01,02,03,04,05,06,07,08,SE",,0,N532,"SOCCODATO, BENJAMIN/OBRIEN, WALTER",212-302-8800,BSoccod@schools.nyc.gov; WObrien@schools.nyc.gov,100,P.S. 089 Bronx (X089),0,2289,-8221975.7842,4992122.2565,P.S. 089 BRONX,2,X089,11,10469,Bronxdale,2289,X089,P.S. 089 Bronx,Bronx,,,,,,,,,,7399,,,,,,,,,,,,,,,,,,,false,1,1,72,DOE,,,,,,11089
P.S. 089 Cypress Hills,19,K089,265 WARWICK STREET,NY,11207,,,http://schools.nyc.gov/SchoolPortals/19/K089/default.htm,,3,Brooklyn,718-964-1180,460,"PK,0K,01,02,03,04,05,06,07,08,SE",,0,N571,"GUASTAFERRO, LYNETTE",917-407-9554,LGuastaferro@schools.nyc.gov,100,P.S. 089 Cypress Hills (K089),0,2763,-8225032.6738,4964922.0702,P.S. 089 CYPRESS HILLS,3,K089,19,11207,East New York,2763,K089,P.S. 089 Cypress Hills,Brooklyn,,,,,,,,,,7037,,,,,,,,,,,,,,,,,,,false,1,1,18,DOE,,,,,,19089
P.S. 089 Elmhurst,24,Q089,85-28 BRITTON AVENUE,NY,11373,,,http://schools.nyc.gov/SchoolPortals/24/Q089/default.htm,,4,Queens,718-898-2230,1993,"0K,01,02,03,04,05,SE",,0,N410,"GROLL, CHRISTOP",917-822-9756,CGroll@schools.nyc.gov,100,P.S. 089 Elmhurst (Q089),0,1947,-8224254.2076,4974948.636,P.S. 089 ELMHURST,4,Q089,24,11373,Elmhurst,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,0,1,,,,,,,,24414
